what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270069436546
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270069439437
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270069441093
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1270069442609
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069448546
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069449093
opened,view,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.views.ProblemView",1270069474390
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069480859
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069481140
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069495031
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069495250
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1270069509406
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1270069511390
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1270069555546
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1270069573109
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1270069580140
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1270069586828
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1270069592359
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069597484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069598328
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069633796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270069633906
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1270069639984
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1270069641781
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270069649250
