what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270105683406
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105688281
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105688421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105688562
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105688687
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105688968
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105690750
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105692656
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105693609
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270105695484
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270105698218
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1270105733453
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270105735421
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1270105741156
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270105746562
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105754484
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105755671
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105758281
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105758421
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105759984
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105760671
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270105762250
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270105764109
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105768875
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270105770265
