what,kind,bundleId,bundleVersion,description,time
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1270077987859
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270077988203
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270077988296
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1270077993359
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270077993625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270077994531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078007468
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078015562
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.properties",1270078015593
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270078020062
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1270078022875
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078024625
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078025390
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078028250
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078029484
executed,command,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.project.cleanAction",1270078029484
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078030093
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078030921
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1270078032437
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078032718
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078033562
activated,editor,org.eclipse.cdt.ui,5.1.1.200909110608,"org.eclipse.cdt.ui.editor.CEditor",1270078100531
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078130796
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1270078131875
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1270078133203
