what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788146022
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788146163
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788146459
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788149022
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788149850
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788151772
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788152069
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788152772
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.copy",1269788159428
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.paste",1269788161225
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788171928
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788172678
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788173834
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788174116
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788174850
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788207975
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788229366
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788230225
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788230678
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788230975
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788231725
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788247538
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788250225
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788250975
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788251584
