what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788003100
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788003569
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788003834
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788004678
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788020100
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788020944
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788021381
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788021663
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788022397
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788058491
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788059334
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788059725
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788059991
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788060741
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788067569
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788068381
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269788068819
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788069100
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788069819
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineEnd",1269788108663
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788131725
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269788132100
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788144147
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788144303
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269788144538
