what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269786196272
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269786196584
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786198725
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786199522
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269786207303
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786207600
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786208178
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1269786260866
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786262663
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786263756
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269786264163
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786264444
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786265022
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786286506
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786356069
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786358428
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786359288
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269786360256
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786360538
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786361116
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786434772
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786435506
executed,command,de.innot.avreclipse.core,2.3.1.20081204PRD,"de.innot.avreclipse.commands.uploadproject",1269786435975
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786436256
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1269786436944
